user_id,has_moz_owner,fav_lang,fav_topic
49800473,True,JavaScript,typescript
50014667,False,Java,
50020723,True,,design-system
50044807,True,Java,
50153377,True,Java,
50169396,True,Java,
50483524,True,Java,
50568515,True,JavaScript,css
50636981,True,HTML,
50657023,True,Dart,awesome-list
51007331,False,JavaScript,hacktoberfest
51121224,True,Java,
51226601,True,Kotlin,javascript
51425063,False,Python,educational
51825398,False,Python,blue-team
51890460,True,Java,
51932935,True,Dart,flutter
51958179,True,JavaScript,javascript
52035586,False,JavaScript,react
52320920,False,TypeScript,nodejs
52324498,True,TypeScript,api
52411224,False,HTML,html
52431348,False,Makefile,
52455921,False,HTML,data-science
52500235,False,JavaScript,admin
52585849,True,,security
52595419,True,,
52595445,True,,
52691990,True,,
52712652,True,Dart,flutter
52815019,False,PHP,laravel
52857132,True,,
52931687,False,JavaScript,react
53053984,True,JavaScript,authentication
53153255,False,TypeScript,framework
53174794,False,PHP,database
53215893,False,JavaScript,fullpage
53312861,True,JavaScript,hacktoberfest
53468037,False,C#,hacktoberfest
53570550,True,JavaScript,adminlte3
53784872,True,TypeScript,chatbot
53790917,True,HTML,
53791616,True,Java,android
54041357,True,PHP,javascript
54165291,True,Kotlin,kotlin
54271761,False,JavaScript,synced-settings
54271987,True,JavaScript,
54272000,False,C++,
54272062,True,,vim
54285916,False,C++,
54285917,True,,config
54623535,False,Dart,
54830544,True,PHP,php
54903338,False,Java,framework
55026292,False,,css
55366277,True,PHP,challenge
55478805,True,,hacktoberfest
55548276,True,JavaScript,
55550145,False,PHP,php
55765693,False,Blade,imersao-java
55844517,True,,awesome
55860970,False,Dart,flutter
56188470,True,JavaScript,hacktoberfest
56450813,True,Dart,desktop
56470814,True,Java,android
56542586,True,Java,
56705157,True,JavaScript,css
56709665,True,Java,android
56931285,True,HTML,codeinthedark
56935769,True,Java,opengl
56992852,True,HTML,blockchain
57046729,True,Java,spring-boot
57064616,True,PHP,mpesa
57067767,False,JavaScript,aws
57071122,False,Java,java
57417802,True,PHP,laravel
57590260,True,Python,machine-learning
57725103,False,JavaScript,css
57901563,True,JavaScript,react
57982422,False,,
57997464,False,C#,blazor
58065381,True,TypeScript,javascript
58298580,True,,editor
58364586,True,Python,machine-learning
58696746,True,JavaScript,api
59121880,True,Java,css
59767992,True,Java,java
59863398,True,JavaScript,mozambique
59915519,True,Dart,flutter
59961857,True,,api
60569881,False,CSS,
60631114,True,JavaScript,android
60866090,True,,
61278473,False,,
61432626,True,CSS,css3
61561058,True,,javascript
61727729,False,Jupyter Notebook,
61735196,True,Dart,dartlang
62499791,True,HTML,
62506418,False,Python,
62618676,False,Python,aix
62674418,True,Python,security
62728029,True,,
62776977,True,TypeScript,nodejs
63150230,False,Dart,
63426852,True,TypeScript,typescript
63527675,True,TypeScript,awesome-react-stuff
63618438,False,,
63649156,True,,config
63803044,True,TypeScript,css3
63875834,True,,
63910629,False,Jupyter Notebook,datascience
63913528,True,,hacktoberfest
63976153,False,JavaScript,
64093066,False,HTML,css
64161845,True,CSS,
64174170,True,TypeScript,security
64314311,True,JavaScript,codeinthedark
64354602,True,C++,c
64465323,False,,hacktoberfest
64646425,False,PHP,
64668677,True,Java,pdo-mysql
64691992,False,,best-practices
64875718,True,JavaScript,
65103987,True,JavaScript,nodejs
65212955,False,Go,go
65242826,True,TypeScript,e2payments
65508138,False,PHP,laravel
65548563,True,JavaScript,react
66148694,True,,javascript
66243493,False,Python,html
66390370,False,Shell,macos
66472398,True,HTML,
66551006,False,TypeScript,typescript
66783101,True,,hacktoberfest
67241893,True,JavaScript,hacktoberfest
67284022,False,JavaScript,laravel
67377749,False,,applications
67378869,False,SCSS,css
67404275,True,HTML,
67740598,False,CSS,
67790866,False,Python,cli
67807456,False,,admin
67931254,True,,rust
67968674,True,JavaScript,react
67983375,False,,guidelines
68120258,True,Java,java
68229913,False,Java,
68234552,True,PHP,
68255287,True,TypeScript,code-editor
68370709,True,PHP,cross-platform
68377505,True,Jupyter Notebook,
68445853,False,,git
68459412,False,JavaScript,
68553254,True,HTML,
69589722,True,TypeScript,bash
69644296,False,,books
69655550,False,Java,
69784305,True,CSS,advent-of-code
69867337,False,JavaScript,final-space
70918025,False,Python,
70985406,False,,
71399799,True,Java,alpine
71434398,False,C++,cpp
71510847,True,TypeScript,
71522302,True,TypeScript,javascript
71551874,True,HTML,
71612009,False,Python,curso-em-video
71687136,True,Java,hacktoberfest
71780731,False,,css
71854573,False,,ruby
72145382,True,HTML,
72201212,True,JavaScript,
72214855,False,C#,book
72233494,False,JavaScript,expo
72309855,True,JavaScript,javascript
72340227,True,,calculations
72499602,True,Shell,
72518473,False,PHP,hacktoberfest
72710131,False,CSS,
72799525,False,HTML,coding-in-community
72815169,True,JavaScript,nodejs
72821948,False,HTML,curso
72823756,True,JavaScript,vue
72931424,True,JavaScript,react
73386872,True,,android
73468995,False,Java,
73488484,False,JavaScript,animated
73528747,False,JavaScript,canvas
73537499,True,Ruby,
73652124,False,Jupyter Notebook,binary
73796385,True,JavaScript,api
73997145,True,JavaScript,javascript
74556942,True,,github
74591655,False,Kotlin,api
74727324,True,TypeScript,hacktoberfest
74879760,True,Python,deep-learning
75274423,True,JavaScript,typescript
75278898,True,,config
75330000,True,,
75432726,False,PHP,
75454542,False,Python,
75501289,True,PHP,face-detection
75740869,True,JavaScript,machine-learning
75936360,True,Python,c-plus-plus
76013172,True,JavaScript,data-science
76060004,False,Java,annotations
76119431,False,Dart,android
76201386,True,JavaScript,books
76396858,True,JavaScript,javascript
76479929,True,JavaScript,m-pesa
76516206,True,Python,
76517786,True,Python,css
76708188,False,Java,
76938257,False,JavaScript,angular
77080274,False,TypeScript,lanyard
77127716,True,JavaScript,hacktoberfest
77571208,True,JavaScript,javascript
77748663,True,TypeScript,
77933701,True,,api
77936944,True,,
77968389,True,,
77975777,True,JavaScript,awesome-list
78048991,True,PHP,php
78729572,False,Java,
78730979,True,Python,django
78818106,True,HTML,react
78858499,True,Python,brands
79196702,False,JavaScript,gis
79327825,False,Python,css3
79366484,False,PHP,laravel
79388668,False,CSS,
79411877,False,JavaScript,cheat-sheet
79787418,True,TypeScript,typescript
79858184,False,,algorithm
79940003,True,JavaScript,java
80075551,True,,php
80112944,True,C++,
80123646,True,HTML,javascript
80137734,True,HTML,
80226121,True,Java,
80396703,False,Python,api
80492657,True,JavaScript,cli
80789474,True,TypeScript,
80850402,True,,community
81576750,True,Java,react
81678247,True,JavaScript,
81724288,True,Java,profile-readme
81818589,False,JavaScript,begginers
81919768,False,CSS,
82066066,True,Java,
82148347,True,,config
82153631,False,Blade,advance-ecommerce-project
82161016,True,Java,collaborate
82271481,True,JavaScript,php
82442020,True,JavaScript,config
82827759,False,JavaScript,javascript
82831720,True,JavaScript,javascript
83153592,True,JavaScript,react
83244925,True,Java,collaborate
83403248,True,TypeScript,android
83719160,False,,github
83808377,True,Python,career
84017505,False,HTML,curso
84182866,True,,
84225261,False,CSS,
84314170,True,HTML,capture
84380815,False,Solidity,git
85138573,True,PHP,
85197739,True,Java,
85250817,False,Dart,hacktoberfest
85911730,True,Java,
86011531,False,PHP,
86047797,True,C,
86129738,True,JavaScript,python
86198523,True,JavaScript,react
86366723,True,,hacktoberfest
86890739,False,,awesome-list
86908936,False,JavaScript,
87189308,False,HTML,css3
87477436,True,Java,
87953252,True,HTML,bootstrap4
88153755,False,Java,java
88205826,True,,javascript
88557261,False,C,editor
88678823,True,Java,
88732619,False,,hacktoberfest
89344441,True,,applications
89345427,False,JavaScript,aws
89379357,False,PHP,excel
89402675,True,Java,android
89537405,True,,javascript
89664210,True,,discover-rocketseat
89780156,True,Java,
89780712,False,PHP,attachment
89820377,True,HTML,
89900029,True,Java,crud
90114095,True,Python,
90267554,False,Ruby,
90465858,True,,
90636954,False,Java,
90805554,False,HTML,hugo
90893587,False,HTML,
91061958,False,JavaScript,recognition
91198554,True,Python,
91519924,True,,python
91666537,True,,
91953966,True,,
91975829,True,JavaScript,css
92016251,False,,awesome-list
92977776,True,JavaScript,api
93029269,False,HTML,animations
93037649,True,PHP,desktop
93186702,True,,config
93527357,True,,
93798765,True,Python,amazon
93864400,True,HTML,
93912102,True,JavaScript,javascript
94174654,True,Swift,ios
94529661,True,Java,
94588285,True,,javascript
94758938,True,,animations
94769696,True,HTML,composer
94811573,True,TypeScript,typescript
95338991,False,,all-the-open-source-programs-list
95491894,False,JavaScript,algorithm
95547177,False,Makefile,awesome
95558305,True,HTML,github-config
95749720,False,PHP,deploy
95983990,False,JavaScript,javascript
96057681,False,,game-development
96328449,False,PHP,
96380575,True,HTML,javascript
96472895,False,JavaScript,artificial-intelligence
97433363,False,JavaScript,hacktoberfest
97907993,False,,interview-preparation
97970232,False,Svelte,component
98264322,True,Java,cloud-api
98495034,False,CSS,
98719122,False,,
99065313,False,JavaScript,component
99265531,True,JavaScript,api
99272123,True,Java,
99469999,False,HTML,admin-dashboard
99678047,False,Java,
99757118,False,,
99766054,True,HTML,config
99839072,True,,config
100610503,True,C#,dotnet
100712631,True,JavaScript,30-days-of-python
100930639,False,Shell,auth
101146092,True,JavaScript,
101186072,True,Python,hacktoberfest
101422045,True,CSS,
101830641,True,Portugol,
102575507,False,,
103209710,False,PHP,
103361233,True,Java,declarative
103752195,False,JavaScript,react
104763211,True,TypeScript,react
104785625,False,Python,cli
105211388,False,TypeScript,
105241871,True,JavaScript,game
105672838,False,Python,apps
105989003,False,JavaScript,cheat-sheet
106549492,False,,curso
107038187,False,C,
107197809,False,,
108019442,True,JavaScript,
108148355,True,,
108238845,False,CSS,css3
108406340,True,CSS,
108551667,True,Dart,dart
108799261,False,,config
108983728,True,JavaScript,nodejs
109064412,False,JavaScript,awesome-list
109345293,True,,
109630558,False,Shell,arch
109766216,True,HTML,
110171878,False,TypeScript,chat
110357194,False,,
110467069,True,SCSS,
110555117,False,TypeScript,angular-roadmap
111179790,True,TypeScript,typescript
111236268,True,Java,
111703423,True,HTML,gustavoguanabara
111902752,True,,config
111966243,True,,
111978180,True,HTML,
112022654,False,,hacktoberfest
112607569,False,,awesome-list
112873951,True,HTML,
112959902,True,,config
114033195,False,Jupyter Notebook,ai
114767459,False,Makefile,awesome
115084857,False,JavaScript,nodejs
115753357,False,,javascript
116520003,False,Lua,angular-roadmap
117580376,False,Python,
118906135,True,CSS,
119797490,True,HTML,e2payments
122607228,True,HTML,
123194105,False,JavaScript,chrome
123353907,True,,
123878288,True,JavaScript,express
126192030,True,CSS,
127418194,True,HTML,
128046368,True,HTML,
128465540,True,TypeScript,android
130066304,True,Java,
130088384,True,PHP,
130653731,True,JavaScript,11ty
132569657,False,HTML,
